school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-0.5,-0.25,12,13,12
GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,13,14,14
GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.5,-0.5,-0.5,8,7,0
GP,F,16,U,GT3,T,4,3,teacher,health,home,mother,1,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,0.5,1.0,1.0,0.0,-0.25,10,9,9
GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,-0.5,0.0,0.5,-0.5,-0.5,8,9,8
GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.5,0.0,1.5,9,8,7
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-0.5,0.5,0.375,12,14,14
MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.5,0.5,-0.5,6,5,0
GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,-0.5,-0.25,12,11,12
GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.875,16,15,15
GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,8,0,0
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,-0.5,0.0,0.0,0.5,2.375,13,13,13
GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,3.0,1.0,0.0,0.0,10,9,9
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-1.0,0.0,-0.5,-0.5,-0.25,13,11,11
MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,-0.5,11,10,10
MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.5,-0.5,7,6,0
GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.75,8,8,8
GP,M,15,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.25,9,9,10
GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,-0.5,-1.5,-0.5,16,18,18
MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,-0.5,-1.5,-0.5,19,18,19
GP,F,16,U,GT3,T,4,4,services,services,reputation,mother,1,3,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.25,13,14,14
GP,M,15,U,GT3,A,4,4,other,services,reputation,mother,1,4,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-3.0,0.0,0.0,4.0,1.5,-0.5,0.0,13,13,12
GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.5,-0.5,1.125,12,12,13
GP,F,17,U,GT3,A,4,4,other,teacher,home,mother,2,2,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.0,0.5,0.0,-0.5,-1.5,0.25,6,5,6
GP,M,16,U,LE3,T,4,3,health,other,home,father,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-2.0,0.0,0.0,0.5,0.5,0.0,8,10,10
GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-2.0,-1.0,1.0,0.0,0.5,-0.5,11,11,10
MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.5,-1.0,0.5,8,7,8
MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.5,1.0,1.0,-0.5,0.0,10,10,10
GP,M,17,R,GT3,T,1,3,other,other,course,father,3,2,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.5,0.0,1.0,0.5,2.0,9,7,8
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.0,-0.5,0.0,-0.5,-0.5,1.0,11,9,9
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-2.0,0.0,0.5,1.0,0.5,-1.0,-0.5,10,9,0
MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.125,7,6,7
MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,2.0,1.0,0.0,0.5,-1.5,1.25,6,5,5
GP,F,16,R,GT3,T,4,4,health,teacher,other,mother,1,2,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-2.0,1.0,0.5,1.0,0.5,0.0,0.25,10,11,11
GP,F,16,U,GT3,T,3,4,at_home,other,course,mother,1,2,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,-2.0,1.0,0.0,0.0,0.0,-0.5,1.0,5,5,5
GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,2.0,1.0,-0.5,1.875,11,9,10
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.25,18,18,18
GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,-0.5,6,8,8
GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,-0.5,-0.125,7,7,8
GP,F,16,U,LE3,T,4,4,health,health,other,mother,1,3,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.5,0.0,0.0,14,15,16
GP,F,16,U,GT3,T,3,3,other,other,reputation,mother,3,2,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.5,0.0,-0.5,0.0,0.0,8,10,10
GP,M,16,U,GT3,T,3,2,services,services,course,mother,2,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.5,0.0,-0.5,-1.0,1.5,12,11,12
GP,F,15,R,GT3,T,2,4,services,health,course,mother,1,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.5,0.0,-0.5,0.5,-0.25,10,9,8
GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.5,0.0,-0.5,-1.5,-0.5,7,10,11
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.5,0.0,0.0,0.0,0.625,16,15,16
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.5,0.0,1.0,0.5,-0.25,13,13,11
GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.25,12,12,12
GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,-0.5,0.0,-0.5,-1.0,0.0,12,12,13
GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,2.0,1.5,-1.0,-0.5,7,7,0
GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.5,0.0,-0.5,0.0,-0.5,5,0,0
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.5,0.0,-0.5,-0.5,-0.25,8,8,8
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5,0.0,-0.5,-0.5,-0.375,13,12,12
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,-0.5,13,11,10
GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.25,14,13,13
MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,2,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-3.0,-2.0,-1.0,0.0,-0.5,0.5,-0.5,6,5,0
GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.5,1.0,0.5,-1.0,2.5,18,18,18
GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.5,0.0,-0.5,0.5,-0.5,16,16,15
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.0,-0.5,1.0,-0.5,0.5,-0.5,7,6,0
GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,-0.5,1.0,0.0,-0.5,-0.125,11,11,11
GP,M,15,U,LE3,T,4,3,teacher,services,home,mother,1,3,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.5,0.0,-0.25,15,16,18
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,0.25,13,12,12
GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,0.5,-0.5,0.5,10,10,10
MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.0,2.0,1.0,4.0,1.5,0.5,0.75,11,13,13
MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.5,-0.5,-0.25,11,11,10
GP,F,16,U,GT3,T,4,2,services,other,course,mother,1,2,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,-0.5,0.5,-0.25,15,16,16
GP,F,16,R,GT3,T,3,3,services,other,reputation,father,1,3,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-0.5,0.0,-0.5,-1.0,-0.5,7,10,10
GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5,-0.125,9,12,11
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.5,1.0,1.0,0.5,-0.5,13,15,15
GP,M,16,U,LE3,T,2,2,other,other,home,mother,1,2,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,-0.5,-0.5,-0.5,12,12,11
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,10,9,11
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.5,-1.0,0.0,15,14,14
GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-2.0,0.0,1.0,1.0,1.5,0.0,-0.5,6,5,0
GP,F,15,U,GT3,T,4,4,teacher,health,reputation,mother,1,2,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.5,10,8,9
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,3.0,1.5,0.5,1.0,7,8,8
GP,F,15,U,GT3,T,3,2,services,other,home,mother,2,2,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5,-1.0,2.75,7,6,6
GP,M,15,U,GT3,T,2,3,other,other,home,mother,1,3,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.5,0.0,0.0,0.5,0.0,11,10,11
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.5,0.0,1.0,0.5,0.875,12,11,11
MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,-0.5,1.0,0.0,0.5,-0.5,13,13,13
GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,-1.5,0.0,9,9,10
GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,-1.5,0.375,13,13,14
GP,M,17,U,GT3,T,1,3,at_home,services,course,father,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-0.25,10,10,10
GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.75,10,8,8
GP,M,16,U,LE3,A,4,4,teacher,health,reputation,mother,1,2,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.0,0.0,2.0,1.5,0.5,1.75,8,6,7
GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,-0.5,0.0,0.0,-0.5,1.75,7,6,6
GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.5,0.0,-0.5,0.5,-0.25,10,11,11
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-2.0,0.0,-1.0,0.0,-0.5,-0.5,-0.25,16,16,17
GP,F,16,U,LE3,T,3,1,other,other,home,father,1,2,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.5,-1.0,0.0,7,6,6
GP,F,15,R,LE3,T,3,1,other,other,reputation,father,2,4,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.5,1.0,0.5,-0.5,1.0,16,16,16
GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,0.5,0.0,1.0,0.5,1.75,14,11,13
GP,M,16,R,GT3,T,4,3,services,other,reputation,mother,2,1,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-0.5,0.0,-0.25,11,15,15
GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,1.0,0.5,2.0,0.5,-1.5,-0.25,14,14,13
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-3.0,1.0,-0.5,1.0,0.0,-1.5,0.125,16,15,16
GP,F,16,U,GT3,T,2,1,other,other,course,mother,1,2,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5,0.5,-0.25,8,9,10
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.5,-1.0,1.25,11,9,9
GP,F,15,R,LE3,T,2,2,health,services,reputation,mother,2,2,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-2.0,0.0,0.0,0.5,0.0,-0.25,8,9,8
GP,M,16,U,LE3,T,2,2,other,other,reputation,mother,2,2,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,-0.5,13,13,12
GP,M,16,R,GT3,A,4,4,other,teacher,reputation,mother,2,3,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-2.0,1.0,0.0,0.0,-0.5,0.5,0.375,15,16,15
GP,M,17,U,GT3,T,2,1,other,other,home,mother,1,1,3,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,-0.5,5,0,0
GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-0.5,0.0,0.0,0.5,-0.25,13,13,13
GP,F,16,U,GT3,T,3,1,services,other,course,mother,1,4,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,7,7,6
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,0.5,-0.5,0.75,9,8,8
GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.5,0.0,1.0,0.5,0.25,9,9,10
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,-0.5,0.0,-0.5,-0.5,-0.375,12,12,12
MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-0.5,3.0,0.0,0.5,0.75,14,12,11
